Community,Species,Video file name,Camera trap name,Days since camera trap was installed,Classifier,Date (mm/dd/yy),Time (hh:mm),# individuals,Primary Behavior (what behavior they exhibited the most),Notes
B,Procyon lotor,D1_IMG_0047.AVI,D1,8,Nethra Suresh,10/16/25,2:18,1,Foraging,Foraging raccoon.
B,Odocoileus virginianus,D1_IMG_0048.AVI,D1,8,Nethra Suresh,10/16/25,5:36,1,Foraging,Foraging deer.
B,Sciurus carolinensis,D1_IMG_0049.AVI,D1,8,Nethra Suresh,10/16/25,8:12,1,Walking,Squirrel pops into frame at last second.
B,Sciurus carolinensis,D1_IMG_0050.AVI,D1,8,Nethra Suresh,10/16/25,8:58,1,Running,Squirrel runs out of frame.
B,Odocoileus virginianus,C2_IMG_0042,C2,5,Jenny Hua,10/13/25,15:14,1,Foraging,
B,Procyon lotor,C2_IMG_0005,C2,1,Bethany Suliguin,10/09/25,0:30,1,Walking,
B,Odocoileus virginianus,C2_IMG_0043,C2,5,Jenny Hua,10/13/25,17:52,1,Foraging,
B,Procyon lotor,C2_IMG_0006,C2,1,Bethany Suliguin,10/09/25,1:46,1,Walking,
B,Odocoileus virginianus,C2_IMG_0007,C2,1,Bethany Suliguin,10/09/25,6:22,1,Walking,
B,Vulpes vulpes,C2_IMG_0045,C2,5,Jenny Hua,10/13/25,22:12,1,Walking,
B,Odocoileus virginianus,C2_IMG_0008,C2,1,Bethany Suliguin,10/09/25,6:33,1,Walking,
B,Odocoileus virginianus,C2_IMG_0040,C2,6,Kade Jackson,10/13/25,15:11,1,Foraging,
B,Sciurus carolinensis,C2_IMG_00104,C2,8,Kade Jackson,10/16/25,14:39,1,Running,
B,Odocoileus virginianus,B5_IMG_0121,B5,3,Joy Kahugu,10/12/25,12:01,1,Foraging,
B,Sciurus carolinensis,B5_IMG_0160,B5,6,Anna Chittenden,10/15/25,7:13,1,Running,
B,Odocoileus virginianus,B5_IMG_0159,B5,6,Anna Chittenden,10/15/25,2:12,1,Walking,
B,Odocoileus virginianus,B5_IMG_0158,B5,6,Anna Chittenden,10/15/25,1:03,1,Walking,
B,Sciurus carolinensis,B5_IMG_0157,B5,5,Anna Chittenden,10/14/25,17:30,2,Running,
B,Sciurus carolinensis,B5_IMG_0156,B5,5,Anna Chittenden,10/14/25,17:27,2,Running,
B,Sciurus carolinensis,B5_IMG_0155,B5,5,Anna Chittenden,10/14/25,15:48,1,Running,
B,Odocoileus virginianus,B5_IMG_0153,B5,5,Anna Chittenden,10/14/25,14:55,1,Walking,
B,Sciurus carolinensis,B5_IMG_0152,B5,5,Anna Chittenden,10/14/25,14:00,1,Running,
B,Odocoileus virginianus,B5_IMG_0151,B5,5,Anna Chittenden,10/14/25,11:17,2,Walking,
B,Tamias striatus,B5_IMG_0150,B5,5,Anna Chittenden,10/14/25,10:50,1,Vigilant,
B,Odocoileus virginianus,B5_IMG_0149,B5,5,Anna Chittenden,10/14/25,10:44,1,Walking,
B,Odocoileus virginianus,B5_IMG_0148,B5,5,Anna Chittenden,10/14/25,10:41,1,Walking,
B,Tamias striatus,B5_IMG_0147,B5,5,Anna Chittenden,10/14/25,8:08,1,Running,
B,Odocoileus virginianus,B5_IMG_0146,B5,5,Anna Chittenden,10/14/25,7:31,1,Vigilant,
B,Odocoileus virginianus,B5_IMG_0145,B5,5,Anna Chittenden,10/14/25,7:21,1,Walking,
B,Sciurus carolinensis,B5_IMG_0144,B5,5,Anna Chittenden,10/14/25,7:15,1,Running,
B,Tamias striatus,B5_IMG_0144,B5,5,Anna Chittenden,10/14/25,7:15,1,Running,
B,Sciurus carolinensis,B5_IMG_0129,B5,3,Joy Kahugu,10/12/25,18:00,1,Running,
B,Sciurus carolinensis,B5_IMG_0127,B5,3,Joy Kahugu,10/12/25,17:33,1,Running,
B,Odocoileus virginianus,B5_IMG_0122,B5,3,Joy Kahugu,10/12/25,12:17,3,Walking,
B,Sciurus carolinensis,B5_IMG_0125,B5,3,Joy Kahugu,10/12/25,17:23,1,Running,
B,Sciurus carolinensis,B5_IMG_0128,B5,3,Joy Kahugu,10/12/25,17:41,1,Running,
B,Odocoileus virginianus,B5_IMG_0131,B5,3,Joy Kahugu,10/12/25,21:09,1,Walking,
B,Procyon lotor,B5_IMG_0132,B5,4,Joy Kahugu,10/13/25,1:41,1,Running,
B,Odocoileus virginianus,B5_IMG_0134,B5,4,Joy Kahugu,10/13/25,11:29,1,Walking,
B,Odocoileus virginianus,B5_IMG_0135,B5,4,Joy Kahugu,10/13/25,11:32,1,Walking,
B,Sciurus carolinensis,B5_IMG_0136,B5,4,Joy Kahugu,10/13/25,14:26,1,Running,
B,Odocoileus virginianus,B5_IMG_0137,B5,4,Joy Kahugu,10/13/25,14:30,1,Walking,
B,Odocoileus virginianus,B5_IMG_0139,B5,4,Joy Kahugu,10/13/25,15:05,1,Walking,
B,Sciurus carolinensis,B5_IMG_0140,B5,4,Joy Kahugu,10/13/25,16:14,1,Running,
B,Sciurus carolinensis,B5_IMG_0141,B5,4,Joy Kahugu,10/13/25,17:06,1,Running,
B,Sciurus carolinensis,B5_IMG_0142,B5,4,Joy Kahugu,10/13/25,17:50,1,Running,
B,Odocoileus virginianus,C2_IMG_0047,C2,6,Jenny Hua,10/14/25,6:17,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0057,C2,8,Jenny Hua,10/16/25,8:41,2,Foraging,
B,Odocoileus virginianus,C2_IMG_0058,C2,8,Jenny Hua,10/16/25,8:42,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0048,C2,6,Jenny Hua,10/14/25,6:20,1,Walking,
B,Odocoileus virginianus,C2_IMG_0049,C2,6,Jenny Hua,10/14/25,7:19,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0050,C2,6,Jenny Hua,10/14/25,10:28,1,Foraging,
B,Odocoileus virginianus,C4_IMG_0004,C4,0,Tran Ton,10/08/25,6:55,1,Walking,
A,Odocoileus virginianus,C4_IMG_0006,C4,1,Tran Ton,10/09/25,7:16,1,Foraging,
A,Odocoileus virginianus,C4_IMG_0005,C4,1,Tran Ton,10/09/25,0:52,1,Running,
A,Odocoileus virginianus,C4_IMG_0007,C4,1,Tran Ton,10/09/25,13:29,1,Walking,
A,Odocoileus virginianus,C2_IMG_0017,C2,2,Bethany Suliguin,10/10/25,7:01,1,Walking,
B,Odocoileus virginianus,C2_IMG_0018,C2,2,Bethany Suliguin,10/10/25,7:07,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0019,C2,2,Bethany Suliguin,10/10/25,8:57,1,Running,
B,Odocoileus virginianus,C2_IMG_0020,C2,2,Bethany Suliguin,10/10/25,8:58,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0127,C2,9,Edalix Marín,10/17/25,1:04,2,Foraging,
B,Odocoileus virginianus,C2_IMG_0021,C2,2,Bethany Suliguin,10/10/25,9:01,2,Foraging,
B,Sciurus carolinensis,C2_IMG_0021,C2,2,Bethany Suliguin,10/10/25,9:01,1,Walking,
B,Unknown,C2_IMG_0129,C2,9,Edalix Marín,10/17/25,1:07,1,Resting,"Bug on plant, species not identified "
B,Odocoileus virginianus,C2_IMG_0053,C2,7,Jenny Hua,10/15/25,17:28,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0055,C2,8,Jenny Hua,10/16/25,8:17,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0054,C2,8,Jenny Hua,10/16/25,5:41,1,Vigilant,
B,Odocoileus virginianus,C2_IMG_0027,C2,2,Bethany Suliguin,10/10/25,15:58,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0028,C2,2,Bethany Suliguin,10/10/25,17:33,1,Walking,
B,Sciurus carolinensis,C2_IMG_0029,C2,2,Bethany Suliguin,10/10/25,18:30,1,Running,
B,Odocoileus virginianus,C4_IMG_0042,C4,11,Heidi Smithwick,10/19/25,7:10,1,Walking,Same individ as 44+45
A,Sciurus carolinensis,C4_IMG_0043,C4,11,Heidi Smithwick,10/19/25,7:33,1,Foraging,
A,Odocoileus virginianus,C4_IMG_0043,C4,11,Heidi Smithwick,10/19/25,7:33,1,Foraging,limping and antlers
A,Odocoileus virginianus,C4_IMG_0044,C4,11,Heidi Smithwick,10/19/25,8:10,1,Walking,small antlers (same individ as 44)
A,Odocoileus virginianus,C4_IMG_0045,C4,11,Heidi Smithwick,10/19/25,8:24,1,Walking,small antlers (same individ as 44)
A,Buteo lineatus,C4_IMG_0046,C4,11,Heidi Smithwick,10/19/25,8:42,1,Vigilant,
A,Odocoileus virginianus,C4_IMG_0047,C4,11,Heidi Smithwick,10/19/25,23:27,1,Running,doe? can't see clearly if antlers
A,Odocoileus virginianus,C4_IMG_0048,C4,12,Heidi Smithwick,10/20/25,1:54,1,Foraging,antlers
A,Odocoileus virginianus,C4_IMG_0041,C4,11,Heidi Smithwick,10/19/25,7:03,3,Foraging,1 baby? 2 or 3 does (one was grooming itself)
A,Cyanocitta cristata,C4_IMG_0007,C4,1,Tran Ton,10/09/25,13:29,1,Flying,couldn't see the bird clearly
A,Odocoileus virginianus,C4_IMG_0009,C4,2,Tran Ton,10/10/25,8:49,1,Walking,
A,Procyon lotor,C2_IMG_0030,C2,3,Bethany Suliguin,10/11/25,0:01,1,Walking,
B,Odocoileus virginianus,C4_IMG_0040,C4,11,Heidi Smithwick,10/19/25,6:55,2,Vigilant,One baby (1) one doe
A,Odocoileus virginianus,C2_IMG_0056,C2,8,Jenny Hua,10/16/25,8:39,1,Foraging,
B,Sciurus carolinensis,B2_IMG_0085,B2,11,Desmen Boykin,10/20/25,2:23,1,Walking,
A,Procyon lotor,B2_IMG_0084,B2,11,Desmen Boykin,10/20/25,0:33,1,Walking,
A,Odocoileus virginianus,B2_IMG_0083,B2,10,Desmen Boykin,10/19/25,16:28,1,Walking,
A,Odocoileus virginianus,B2_IMG_0082,B2,10,Desmen Boykin,10/19/25,16:20,1,Walking,
A,Sciurus carolinensis,B2_IMG_0081,B2,10,Desmen Boykin,10/19/25,9:22,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0080,B2,10,Desmen Boykin,10/19/25,9:03,1,Walking,
A,Odocoileus virginianus,B2_IMG_0079,B2,10,Desmen Boykin,10/19/25,7:17,2,Walking,
A,Odocoileus virginianus,B2_IMG_0078,B2,10,Desmen Boykin,10/19/25,7:14,1,Vigilant,
A,Odocoileus virginianus,B2_IMG_0077,B2,10,Desmen Boykin,10/19/25,7:13,1,Foraging,
B,Odocoileus virginianus,B2_IMG_0075,B2,10,Desmen Boykin,10/19/25,5:06,1,Foraging,
A,Procyon lotor,B2_IMG_0074,B2,10,Desmen Boykin,10/19/25,1:08,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0073,B2,10,Desmen Boykin,10/19/25,1:04,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0072,B2,10,Desmen Boykin,10/19/25,0:53,1,Walking,
A,Sciurus carolinensis,B2_IMG_0071,B2,9,Desmen Boykin,10/18/25,6:06,1,Running,
A,Sciurus carolinensis,B2_IMG_0070,B2,9,Desmen Boykin,10/18/25,12:35,1,Running,
A,Sciurus carolinensis,C2_IMG_0031,C2,3,Bethany Suliguin,10/11/25,7:42,1,Running,
B,Odocoileus virginianus,C2_IMG_0032,C2,4,Bethany Suliguin,10/12/25,6:15,2,Walking,
B,Odocoileus virginianus,C4_IMG_0039,C4,11,Heidi Smithwick,10/19/25,6:50,4,Playing,Paused to be vigilant in the middle
A,Odocoileus virginianus,C2_IMG_0033,C2,4,Bethany Suliguin,10/12/25,13:29,1,Walking,
B,Odocoileus virginianus,C2_IMG_0034,C2,4,Bethany Suliguin,10/12/25,13:31,1,Foraging,
B,Odocoileus virginianus,C4_IMG_0038,C4,11,Heidi Smithwick,10/19/25,0:35,1,Walking,doe
A,Odocoileus virginianus,C2_IMG_0038,C2,5,Bethany Suliguin,10/13/25,13:09,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0039,C2,5,Bethany Suliguin,10/13/25,13:11,1,Walking,
B,Odocoileus virginianus,C4_IMG_0037,C4,10,Heidi Smithwick,10/18/25,17:31,1,Walking,doe
A,Odocoileus virginianus,C4_IMG_0036,C4,10,Heidi Smithwick,10/18/25,0:41,1,Running,doe
A,Odocoileus virginianus,C4_IMG_0010,C4,2,Tran Ton,10/10/25,10:39,1,Running,"walking, half running"
A,Odocoileus virginianus,C4_IMG_0012,C4,3,Tran Ton,10/11/25,15:00,2,Running,
A,Odocoileus virginianus,C4_IMG_0013,C4,3,Tran Ton,10/11/25,18:06,,Walking,
A,Odocoileus virginianus,C4_IMG_0014,C4,3,Tran Ton,10/11/25,18:14,1,Walking,
A,Odocoileus virginianus,C4_IMG_0015,C4,3,Tran Ton,10/11/25,22:38,2,Walking,
A,Odocoileus virginianus,C4_IMG_0016,C4,4,Tran Ton,10/12/25,7:32,1,Running,
A,Odocoileus virginianus,C4_IMG_0035,C4,9,Heidi Smithwick,10/17/25,18:07,1,Foraging,Buck
A,Odocoileus virginianus,C4_IMG_0034,C4,9,Heidi Smithwick,10/17/25,18:04,1,Running,Couldn't see what sex
A,Odocoileus virginianus,C4_IMG_0033,C4,9,Heidi Smithwick,10/17/25,17:58,1,Walking,doe
A,Odocoileus virginianus,C4_IMG_0032,C4,8,Heidi Smithwick,10/16/25,15:11,1,Vigilant,buck
A,Unknown,C2_IMG_0153,C2,10,Edalix Marín,10/18/25,1:57,1,Running,Believe it could be a squirrel or racoon based on squeals
B,Unknown,C2_IMG_0154,C2,10,Edalix Marín,10/18/25,2:01,1,Running,"Species not identifiable, ran past camera very closely"
B,Odocoileus virginianus,C4_IMG_0031,C4,8,Heidi Smithwick,10/16/25,4:28,1,Running,Buck
A,Odocoileus virginianus,C4_IMG_0030,C4,7,Heidi Smithwick,10/15/25,17:42,1,Running,doe?
A,Odocoileus virginianus,C4_IMG_0029,C4,7,Heidi Smithwick,10/15/25,13:00,1,Walking,Big buck
A,Sciurus carolinensis,C4_IMG_0029,C4,7,Heidi Smithwick,10/15/25,13:00,1,Foraging,
A,Sciurus carolinensis,B5_IMG_0008,B5,1,Cate,10/09/25,17:26,1,Running,
B,Sciurus carolinensis,B5_IMG_0009,B5,1,Cate,10/09/25,18:00,1,Running,
B,Odocoileus virginianus,B5_IMG_0010,B5,1,David,10/09/25,19:32,1,Walking,
B,Odocoileus virginianus,B5_IMG_0011,B5,1,David,10/09/25,19:33,1,Walking,
B,Odocoileus virginianus,B5_IMG_0012,B5,1,David,10/09/25,19:35,1,Walking,
B,Odocoileus virginianus,B5_IMG_0015,B5,1,Cate,10/09/25,22:34,1,Walking,
B,Odocoileus virginianus,B5_IMG_0016,B5,1,Cate,10/09/25,22:36,1,Walking,
B,Odocoileus virginianus,B5_IMG_0017,B5,1,David,10/09/25,23:32,1,Walking,
B,Odocoileus virginianus,B5_IMG_0018,B5,1,Cate,10/09/25,23:49,1,Walking,
B,Odocoileus virginianus,B5_IMG_0019,B5,2,Cate,10/10/25,1:33,1,Walking,
B,Odocoileus virginianus,B5_IMG_0020,B5,2,Cate,10/10/25,7:29,1,Walking,
B,Odocoileus virginianus,B5_IMG_0021,B5,2,Cate,10/10/25,7:31,1,Resting,
B,Odocoileus virginianus,B5_IMG_0022,B5,2,David,10/10/25,7:34,1,Resting,
B,Odocoileus virginianus,B5_IMG_0023,B5,2,David,10/10/25,7:41,1,Resting,
B,Odocoileus virginianus,B5_IMG_0024,B5,2,Cate,10/10/25,7:44,1,Resting,
B,Odocoileus virginianus,B5_IMG_0025,B5,2,David,10/10/25,7:46,1,Resting,
B,Odocoileus virginianus,B5_IMG_0026,B5,2,Cate,10/10/25,7:48,1,Resting,
B,Odocoileus virginianus,B5_IMG_0027,B5,2,David,10/10/25,7:50,2,Resting,
B,Sciurus carolinensis,B5_IMG_0027,B5,2,Cate,10/10/25,7:50,2,Running,
B,Odocoileus virginianus,B5_IMG_0028,B5,2,Cate,10/10/25,7:53,1,Resting,
B,Odocoileus virginianus,B5_IMG_0029,B5,2,David,10/10/25,7:58,1,Resting,
B,Odocoileus virginianus,B5_IMG_0030,B5,2,David,10/10/25,8:05,1,Resting,
B,Odocoileus virginianus,B5_IMG_0031,B5,2,Cate,10/10/25,8:15,1,Resting,
B,Odocoileus virginianus,B5_IMG_0032,B5,2,David,10/10/25,8:16,1,Resting,
B,Odocoileus virginianus,B5_IMG_0033,B5,2,Cate,10/10/25,8:20,1,Resting,
B,Odocoileus virginianus,B5_IMG_0034,B5,2,Cate,10/10/25,8:27,1,Resting,
B,Odocoileus virginianus,B5_IMG_0035,B5,2,David,10/10/25,8:35,1,Resting,
B,Odocoileus virginianus,B5_IMG_0036,B5,2,Cate,10/10/25,8:41,2,Resting,
B,Sciurus carolinensis,B5_IMG_0036,B5,2,Cate,10/10/25,8:41,2,Running,
B,Odocoileus virginianus,B5_IMG_0038,B5,2,David,10/10/25,8:46,1,Resting,
B,Odocoileus virginianus,B5_IMG_0039,B5,2,Cate,10/10/25,8:48,1,Resting,
B,Odocoileus virginianus,B5_IMG_0040,B5,2,David,10/10/25,8:50,1,Resting,
B,Odocoileus virginianus,B5_IMG_0041,B5,2,David,10/10/25,8:52,1,Resting,
B,Odocoileus virginianus,B5_IMG_0042,B5,2,David,10/10/25,9:00,1,Resting,
B,Odocoileus virginianus,B5_IMG_0043,B5,2,Cate,10/10/25,9:06,1,Resting,
B,Odocoileus virginianus,B5_IMG_0044,B5,2,Cate,10/10/25,9:20,1,Resting,
B,Odocoileus virginianus,B5_IMG_0045,B5,2,Cate,10/10/25,14:28,1,Resting,
B,Odocoileus virginianus,B5_IMG_0046,B5,2,David,10/10/25,9:32,1,Resting,
B,Odocoileus virginianus,B5_IMG_0047,B5,2,Cate,10/10/25,9:36,2,Resting,
B,Sciurus carolinensis,B5_IMG_0047,B5,2,Cate,10/10/25,9:36,2,Walking,
B,Odocoileus virginianus,B5_IMG_0048,B5,2,Cate ,10/10/25,9:38,1,Resting,
B,Odocoileus virginianus,B5_IMG_0049,B5,2,David,10/10/25,9:40,1,Resting,
B,Odocoileus virginianus,B5_IMG_0050,B5,2,David,10/10/25,9:56,1,Resting,
B,Odocoileus virginianus,B5_IMG_0051,B5,2,David,10/10/25,9:58,1,Resting,
B,Odocoileus virginianus,B5_IMG_0052,B5,2,David,10/10/25,10:01,1,Walking,
B,Sciurus carolinensis,B5_IMG_0054,B5,2,Cate,10/10/25,10:11,1,Running,
B,Sciurus carolinensis,B5_IMG_0055,B5,2,Cate,10/10/25,10:33,1,Running,
B,Sciurus carolinensis,B5_IMG_0056,B5,2,David,10/10/25,10:38,2,Running,
B,Odocoileus virginianus,B5_IMG_0057,B5,2,David,10/10/25,10:40,1,Running,
B,Odocoileus virginianus,B5_IMG_0058,B5,2,Cate,10/10/25,11:19,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0059,B5,2,Cate,10/10/25,12:13,1,Foraging,
B,Sciurus carolinensis,B5_IMG_0060,B5,2,Cate,10/10/25,13:47,1,Running,
B,Sciurus carolinensis,B5_IMG_0061,B5,2,David,10/10/25,13:51,1,Running,
B,Odocoileus virginianus,B5_IMG_0062,B5,2,David,10/10/25,13:53,1,Walking,
B,Sciurus carolinensis,B5_IMG_0063,B5,2,David,10/10/25,16:30,1,Running,
B,Sciurus carolinensis,B5_IMG_0064,B5,2,Cate,10/10/25,16:33,1,Running,
B,Odocoileus virginianus,B5_IMG_0066,B5,2,Cate,10/10/25,17:39,1,Walking,
B,Odocoileus virginianus,B5_IMG_0067,B5,2,David,10/10/25,17:43,1,Walking,
B,Odocoileus virginianus,B5_IMG_0068,B5,2,David,10/10/25,17:52,1,Walking,
B,Sciurus carolinensis,B5_IMG_0069,B5,2,David,10/10/25,17:59,1,Running,
B,Sciurus carolinensis,B5_IMG_0070,B5,2,Cate,10/10/25,21:18,1,Running,
B,Sciurus carolinensis,B5_IMG_0071,B5,2,Cate,10/10/25,18:21,1,Running,
B,Odocoileus virginianus,B5_IMG_0072,B5,2,Cate,10/10/25,20:37,1,Walking,
B,Odocoileus virginianus,B5_IMG_0074,B5,2,Cate,10/10/25,21:02,1,Walking,
B,Odocoileus virginianus,B5_IMG_0075,B5,3,David,10/11/25,7:49,1,Walking,
B,Sciurus carolinensis,B5_IMG_0076,B5,3,David,10/11/25,8:01,1,Running,
B,Odocoileus virginianus,B5_IMG_0077,B5,3,Cate,10/11/25,8:14,1,Walking,
B,Sciurus carolinensis,B5_IMG_0078,B5,3,David,10/11/25,8:48,1,Running,
B,Odocoileus virginianus,B5_IMG_0079,B5,3,Cate,10/11/25,11:51,1,Walking,
B,Odocoileus virginianus,B5_IMG_0080,B5,3,David,10/11/25,11:56,1,Walking,
B,Sciurus carolinensis,B5_IMG_0081,B5,3,Cate,10/11/25,13:31,1,Running,
B,Sciurus carolinensis,B5_IMG_0082,B5,3,Cate,10/11/25,14:01,1,Running,
B,Sciurus carolinensis,B5_IMG_0083,B5,3,David,10/11/25,14:03,2,Running,
B,Sciurus carolinensis,B5_IMG_0084,B5,3,Cate,10/11/25,14:08,1,Running,
B,Odocoileus virginianus,B5_IMG_0085,B5,3,Cate,10/11/25,15:28,1,Running,
B,Sciurus carolinensis,B5_IMG_0086,B5,3,Cate,10/11/25,16:32,1,Running,
B,Sciurus carolinensis,B5_IMG_0087,B5,3,Cate,10/11/25,17:37,1,Running,
B,Odocoileus virginianus,B5_IMG_0088,B5,3,David,10/11/25,17:47,1,Walking,
B,Sciurus carolinensis,B5_IMG_0089,B5,3,Cate,10/11/25,17:58,1,Walking,
B,Sciurus carolinensis,B5_IMG_0090,B5,3,David,10/11/25,,1,Running,
B,Sciurus carolinensis,B5_IMG_0091,B5,3,David,10/11/25,18:11,1,Running,
B,Odocoileus virginianus,B5_IMG_0092,B5,3,Cate,10/11/25,18:16,1,Running,
B,Odocoileus virginianus,B5_IMG_0093,B5,3,Cate,10/11/25,18:44,1,Running,
B,Odocoileus virginianus,B5_IMG_0096,B5,4,Cate,10/12/25,7:41,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0097,B5,4,Cate,10/12/25,7:43,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0098,B5,4,David,10/12/25,7:45,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0099,B5,4,David,10/12/25,7:48,2,Resting,
B,Odocoileus virginianus,B5_IMG_0100,B5,4,Cate,10/12/25,7:49,2,Resting,
B,Odocoileus virginianus,B5_IMG_0101,B5,4,David,10/12/25,7:53,2,Resting,
B,Odocoileus virginianus,B5_IMG_0102,B5,4,David,10/12/25,7:55,2,Resting,
B,Odocoileus virginianus,B5_IMG_0103,B5,4,Cate,10/12/25,7:58,2,Resting,
B,Odocoileus virginianus,B5_IMG_0104,B5,4,Cate,10/12/25,8:05,2,Resting,
B,Odocoileus virginianus,B5_IMG_0105,B5,4,Cate,10/12/25,8:06,2,Resting,
B,Odocoileus virginianus,B5_IMG_0106,B5,4,David,10/12/25,8:10,2,Resting,
B,Odocoileus virginianus,B5_IMG_0107,B5,4,David,10/12/25,8:13,2,Resting,
B,Odocoileus virginianus,B5_IMG_0108,B5,4,David,10/12/25,8:15,2,Resting,
B,Odocoileus virginianus,B5_IMG_0109,B5,4,David,10/12/25,8:17,2,Resting,
B,Odocoileus virginianus,B5_IMG_0110,B5,4,Cate,10/12/25,8:18,2,Resting,
B,Odocoileus virginianus,B5_IMG_0111,B5,4,Cate,10/12/25,8:23,2,Resting,
B,Odocoileus virginianus,B5_IMG_0112,B5,4,David,10/12/25,8:26,2,Resting,
B,Odocoileus virginianus,B5_IMG_0113,B5,4,David,10/12/25,8:27,2,Walking,
B,Odocoileus virginianus,B5_IMG_0114,B5,4,David,10/12/25,8:29,1,Walking,
B,Sciurus carolinensis,B5_IMG_0115,B5,4,Cate,10/12/25,9:05,1,Running,
B,Odocoileus virginianus,B5_IMG_0116,B5,4,Cate,10/12/25,11:38,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0118,B5,4,Cate,10/12/25,11:53,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0119,B5,4,David,10/12/25,11:55,1,Foraging,
B,Odocoileus virginianus,B5_IMG_0120,B5,4,David,10/12/25,12:00,1,Foraging,
B,Sciurus carolinensis,C2_IMG_0167,C2,10,Julian Hough,10/18/25,15:08,1,Foraging,
B,Sciurus carolinensis,C2_IMG_0171,C2,10,Julian Hough,10/18/25,15:47,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0173,C2,11,Julian Hough,10/19/25,7:11,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0175,C2,11,Julian Hough,10/19/25,8:56,1,Foraging,
B,Odocoileus virginianus,C2_IMG_0176,C2,11,Julian Hough,10/19/25,9:11,1,Foraging,
B,Odocoileus virginianus,C4_IMG_0017,C4,4,Tran Ton,10/12/25,7:39,1,Running,
A,Odocoileus virginianus,C4_IMG_0018,C4,4,Tran Ton,10/12/25,7:41,1,Walking,
A,Odocoileus virginianus,C4_IMG_0020,C4,5,Tran Ton,10/13/25,17:51,1,Walking,
A,Sciurus carolinensis,C2_IMG_0183,C2,11,Julian Hough,10/19/25,11:38,1,Walking,
B,Odocoileus virginianus,C2_IMG_0195,C2,12,Edalix Marín,10/20/25,6:11,1,Walking,
B,Odocoileus virginianus,C2_IMG_0196,C2,12,Edalix Marín,10/20/25,6:22,1,Vigilant,"Vigilant initially, then walks away"
B,Odocoileus virginianus,C2_IMG_0195,C2,12,Julian Hough,10/20/25,6:11,1,Walking,
B,Odocoileus virginianus,C4_IMG_0021,C4,5,Tran Ton,10/13/25,18:17,1,Walking,
A,Odocoileus virginianus,C4_IMG_0022,C4,5,Tran Ton,10/13/25,23:20,1,Walking,
A,Odocoileus virginianus,C4_IMG_0023,C4,6,Tran Ton,10/14/25,7:02,3,Running,
A,Odocoileus virginianus,C4_IMG_0024,C4,6,Tran Ton,10/14/25,7:27,1,Walking,
A,Odocoileus virginianus,C4_IMG_0026,C4,6,Tran Ton,10/14/25,11:25,2,Running,
A,Odocoileus virginianus,C4_IMG_0027,C4,6,Tran Ton,10/14/25,23:12,1,Walking,
A,Odocoileus virginianus,C4_IMG_0028,C4,7,Tran Ton,10/15/25,12:45,1,Walking,
B,Sciurus carolinensis,B2_IMG_0069,B2,9,Desmen Boykin,10/18/25,9:37,1,Walking,
A,Sciurus carolinensis,B2_IMG_0068,B2,9,Desmen Boykin,10/18/25,9:32,2,Walking,
A,Odocoileus virginianus,B2_IMG_0067,B2,9,Desmen Boykin,10/18/25,8:38,1,Walking,
A,Odocoileus virginianus,B2_IMG_0066,B2,9,Desmen Boykin,10/18/25,8:29,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0065,B2,9,Desmen Boykin,10/18/25,7:18,1,Walking,
A,Odocoileus virginianus,B2_IMG_0064,B2,9,Desmen Boykin,10/18/25,1:44,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0063,B2,9,Desmen Boykin,10/18/25,5:47,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0062,B2,9,Desmen Boykin,10/18/25,5:40,1,Walking,
A,Odocoileus virginianus,B2_IMG_0061,B2,9,Desmen Boykin,10/18/25,14:03,1,Foraging,
B,Odocoileus virginianus,B2_IMG_0059,B2,8,Desmen Boykin,10/17/25,9:23,1,Foraging,
A,Odocoileus virginianus,B2_IMG_0058,B2,8,Desmen Boykin,10/17/25,9:22,1,N/A,
B,Sciurus carolinensis,B2_IMG_0056,B2,8,Desmen Boykin,10/17/25,7:19,1,Running,
A,Sciurus carolinensis,B2_IMG_0008,B2,0,Reece Lapas,10/09/25,16:49,1,Running,
A,Odocoileus virginianus,B2_IMG_0009,B2,0,Reece Lapas,10/09/25,20:40,1,Walking,
A,Odocoileus virginianus,B2_IMG_0010,B2,0,Reece Lapas,10/09/25,22:02,1,Walking,
